,comment,label_id,comment_len_by_words
1912,براستی که ارزش خرید را داشت#دار چون کاربر ان با تمام برندها متفاوت بوده چیز کم داشت#دار,1,17.0
5890,دوربین سون واقعا عالیه,2,4.0
11698,میدان دید#بین که این لنز توانست#توان پوشش داد#ده چیز نزدیک به میدان دید#بین #است که یک لنز میلی متری بر روی یک دوربین DSLR غیر فول فر با کراپ فاکتور ۱٫۶ برابر ارائه داد#ده,0,34.0
354,در حالت عادی فن این نوت‌بوک هیچ‌گونه صدا تولید کرد#کن حتی هنگامی که بار محاسبات پردازنده صد در صد بود#باش صدا تولید شده توسط سیستم خنک کنندگی دستگاه بسیار کم #است,0,31.0
3431,این یعنی امکان ذخیره نگهداری تا برگ را داشت#دار,0,9.0
12281,در کل بین ipad۴ asus tf وasus tf galaxy tab سایر تبلت‌ها از نظر من بهترین پیشنهاد با توجه به کارا بالا امکانات عالی galaxy note ٫۱ هستش,2,28.0
9043,اگر پردازنده بالاتری داشت بهتر میشد,-1,6.0
11600,این صدا توانست#توان صدا یک مکالمه تلفن یا پخش مدیا بود#باش,0,11.0
11845,این چیپ‌ها که قدرت متوسط داشته مصرف انرژی کم نیز داشت#دار برای نت بوک‌های کوچک طراح شد#شو ولی لنوو با قرار دادن آن در نوت‌بوک توانست#توان دستگاه با ابعاد استاندارد مصرف انرژی پایین قیمت مناسب در اختیار کاربر قرار داد#ده,1,40.0
1989,دوربین مگاپیکسل رم گیگابایت,0,4.0
3120,تبلت خیلی خوبیه واقعا ارزش خرید داره مخصوصا این که سیم کارت هم میخوره,2,14.0
281,دوربین اون که فکر کرد#کن نیست ولی برای یه اسمارت فون بیشتر از نیازه نمره از #هست,1,17.0
8624,با این حال صفحه کلید ASUS نیز کاملا دوست داشتن #است,2,11.0
8899,در سمت چپ تبلت خروج هدفن ۳٫۵ میلیمتری شیار مموری کارت پور micro USB قرار داشت#دار که لازم به ذکر #است که از این پور میتوانید به عنوان یک USB Host استفاده کرده کیبرد ماوس یا حتی دسته مخصوص بازی را به تبلت خود متصل کرد#کن,0,46.0
12408,شما با نصب برنامه اسکچ بوک موبایل یا اسکچ بوک پرو روی این تبلت میتونید یک سخت افزار گرم سبک کارآمد رو در امر طراح با خودتون همیشه همراه داشت#دار,1,30.0
6418,تنها بر روی لبه سمت راست دستگاه کلید پاور کنترل صدا قرار داشت#دار,0,13.0
14558,صورت می‌گیره موجب آسیب رسیدن به گوش می‌شه,-1,8.0
8212,ورودی‌ها خروجی‌ها از لحاظ پورت‌ها بسیار کامل #است,2,8.0
13054,همچنین در حالت واید میلی متر هم توانست#توان میدان دید بسیار وسیع را در بر گرفت#گیر تا عکس چشم اندازهای گسترده طبیعی یا فضا داخل را نیز به راحت در یک کادر ثبت کرد#کن,1,34.0
9523,گوش رو خرید#خر از همه نظر خوبه,1,7.0
577,چنین تنوع سخت افزار سری ProBook را برای تمام کاربر چه سطح مبتدی چه حرفه‌ای مناسب کرد#کن,0,17.0
5182,در کل ایسوس برای این تبلت سفارش گوگل در طراح ساخت چیز کم گذاشت#گذار با توجه به قیمت بسیار مناسب آن می‌توان مشخصات ظاهر آن را بسیار فراتر از انتظار دانست#دان,1,31.0
11463,از XPERIA MINI بهتره از نظر LCD بزرگ تره دوربین مکالمه ویدئو داره XPERIA MINIنداره صدا باند هاش خیلی بیشتره کلا از اون بهتره,2,24.0
1529,البته تراکم پیکسل ppi آن در مقایسه با تبلت‌های برتر دنیا مقدار پایین #است جزو بهترین نیست,-1,17.0
4911,امکانات کلی XBOX هارددیسک پرتابل این دستگاه به یک هارددیسک بیست گیگابایت SATA مجهز بود#باش که امکان ذخیره بازی موسیقی دموهای مختلف را به کاربر داد#ده,0,26.0
12949,اگه یکم تحقیق کرد#کن بنچ مارکشو ببینید متوجه میشین s۳ با چهار هسته‌ای که داره تنها نصفه قدرته cpu این گوش رو داره,0,23.0
11555,کیفیت دید از زاویه هم بهترین #است,2,7.0
9734,با استفاده از فن آورد#آور لرزش فراصوت فیل سنسور غبار احتمال نشسته بر روی آن برطرف شد#شو,1,17.0
9074,در نتیجه گوش Desire حتی در زیر فشار کاشت#کار سنگین نیز توانست#توان به راحت تا یک روز کامل شارژ داد#ده داشت#دار در حالت استفاده معمولی نیز می‌توان با یک بار شارژ تا روز از این گوش استفاده کرد#کن,1,38.0
1610,اما با توجه به افزایش سایز صفحه نمایش طول iPhone نسبت به iPhone ۴S افزایش یافته به ٫۸ میلی متر رسید#رس,0,21.0
13645,همان طور که گفت#گو بر خلاف SuperAMOLED‌های موجود بر روی گوشی‌های سطح بالا سامسونگ این صفحه نمایش پنل LCD داشت#دار که البته با این حال در زوایا مختلف عملکرد خوبی را از خود به جای گذاشت#گذار,1,36.0
6692,همچنین فیلم بردار آن نیز Full HD با سرعت فر بر ثانیه صورت پذیرفت#پذیر,0,14.0
2212,من که خیلی دوست داشت#دار,2,5.0
2564,با این دوربین هم میشه عکس عالی گرفت#گیر هم عکس خیلی ضعیف,0,12.0
9414,البته همانند هر دوربین فیلم بردار دیگر تصاویر گرفته شده در شب از مقدار نویز رنج برد#بر,-1,17.0
5713,گوش خوبیه اما مشکلات هم داره اما هنوز هم بهترینه مخصوصا حالا که به اندروید ۴٫۱ هم آپدیت میشه مشکلات آن ۱-سبک ۲-هنگ دوربین در بعضی موارد اندک ۳-نفرستادن اس ام اس بیش از یک کاراکتر,0,36.0
14043,بدنه کم بیش شبیه به دوربین سایبر این سری سال گذشته کمپانی #است بدنه فلز کاملا صیقل داشت#دار,1,18.0
4496,این گوش همانطور که دی جی کالا در نقد خود گفته یک از باریک سبک گوشی‌های هوشمند #است,1,18.0
7693,محصول دیگر از اپل,0,4.0
13262,از اونجایی که معمار چیپست Chipset مدل مینی پرو از مدل مینی جدیدتره مشکل داغ کردن تا حدود زیاد نسبت به مدل مینی کمتر مشاهده میشه استفاده کنندگان شکایت کمتر رو در این خصوص گزارش دادن پس بنابراین مشکل داغ شدن تا حدود زیاد در مدل مینی پرو حل شده در حد معقوله,1,53.0
7582,این لنز در حالت واید میلی متر میدان دید نسبتا باز خوبی را در بر گرفت#گیر,1,16.0
3819,اگر داشت#دار تلوزیون اصلا کاربرد نداره این تلویزیون بسیار خوبی #است ولی تو ایران زیاد کارآمد نیست زیرا بیشتر برنامه کاربرد مثل برنامه اصل ورزش تلوزیون فیل #است نمی‌تونید از برنامه کاربرد ان استفاده کرد#کن البته ایران خودش چند تا برنامه بازی عالی در سامسونگ اپس گذاشت#گذار در پایان باید به مرورگر خود تلوزیون پرداخت#پرداز که واقعا عالیه من از اون راضی بود#باش ولی اگر کاربر توانست#توان برای راحت خودشون یک کیبرد موس بی سیم هم گرفت#گیر راحت توانست#توان از مرورگر استفاده کرد#کن کیفیت تلوزیون که برای شبکه ایران کیفیت خوبی داشت#دار ولی برای فیلم فول اچ دی عالیه امیدوار تونسته بود#باش راهنماییتون کرد#کن,1,104.0
2562,اگه حوصله تنظیم منوال ندارین اصلا پیشنهاد نمیکنم,-2,8.0
8945,لنز این دوربین فاصله کانون میلی متر را پوشش داد#ده که توانایی زوم برابر را فراهم آورد#آور,0,17.0
8040,از دیگر قابلیت خوب این گوش پشتیبان آن از NFC DLNA بود#باش,1,12.0
13264,به خاطر اسلاید بودن مینی پرو اول منصرف شد#شو ولی بعد از در نظر گرفتن موارد بالا اسلاید بودن گوش رو به مشکلات داغ کردن قدیم بودن مدل مینی ترجیح داد#ده تصمیم گرفت#گیر از اسلاید گوش خیلی کم استفاده کرد#کن تا دیر خراب بشه چون من یه گوش رو خرید#خر دیگه تا سال گوش دیگه ایی خرید#خر باید با همون بگذرونم,0,61.0
3153,تنها عیب که داره,-1,4.0
14299,البته فوکوس خودکار عملکرد خیلی بدی داشت#دار ما توانست#توان عکس ماکرو خوبی نیز تهیه کرد#کن,0,15.0
