,comment,label,length
441,همین امر باعث می‌شود که این تبلت برای علاقه‌مندان به بازی‌های موجود هم یک انتخاب هوشمندانه به شمار آید.,1.0,20.0
309,واقعا هارد خوبیه سرعتش مناسبه وزن ضخامتش کمه تا الان که مشکلی نداشته پس از تمام تستها اطلاعات بیشتری در اختیارتون میذارم.,1.0,23.0
4755,به هر حال، ما که از کار کردن با این محصول خسته نشدیم، نرمی روانی ios مزیتیست که در هیچ دستگاه دیگری از کمپانی‌های غیر از اپل پیدا نخواهید کرد، که البته به دلیل همین انحصار طلبی اپل هم باید هزینه بیشتری را متحمل شد.,1.0,48.0
2076,همچنین نقشه‌های گوگل یا google maps ترکیب بسیار عالی به همراه gps هستند به طوری که می‌توانید محل مسیر خود را در هر شهر جاده‌ای که باشید پیدا کنید.,1.0,30.0
4874,در پشت padfone شکافی برای قرارگیری گوشی طراحی شده که گوشی در آن قرار می‌گیرد هیچ دربی برای محافظت از آن وجود ندارد.,0.0,24.0
2032,این مرورگر از adobe flash هم پشتیبانی می‌کند محتوای آن از قبیل ویدیو گرافیک نیز کاملا عالی اجرا می‌شود.,1.0,20.0
2091,"سلام من هم چند روزی هست که یکی خریدم, مشکلش در شناسایی wifiو نصبgprs",0.0,14.0
3869,کنترل‌های دستی شاتر، دیافراگم فوکوس نیز عملکردهای خیلی خوبی هستند که بر روی یک دوربین به نسبت ارزان قیمت به کار گرفته شده‌اند.,1.0,25.0
3186,به اندرویید هم ارتقاء دادم مصرف باطریش بهتر شده میزان حافظه داخلی ram بهینه‌تر شده باعث شده که سرعتش بالاتر بره چون من با یکی از همین مدل گوشی با اندرویید ۲٫۳ مقایسه کردم.,1.0,35.0
2339,چون هم گوشیه قوی ایه هم میتونه یه تبلت قوی باشه!,1.0,12.0
1091,بعلاوه توانایی فیلم برداری hd نیز با آن همراه شده تا علاوه بر عکاسی بتوانید یک دوربین فیلم برداری خیلی خوب را هم همراه خود داشته باشید.,1.0,27.0
1085,البته هر کسی که آشنایی با دوربین‌های ضد آب دارد می‌داند که تحمل فشار آب تا این عمق بسیار تحسین برانگیز است.,1.0,23.0
3268,رنگ‌های تولید شده بسیار جذاب روشنایی صفحه نمایش نیز بسیار عالیست.,1.0,12.0
4156,عالیه حرف نداره فقط باتریش مشکل داره,1.0,7.0
3005,مرورگر قرار گرفته بر روی این تبلت به صورت پیش فرض google chrome است که مخصوص اندروید ۴٫۱ طراحی گردیده است دارای مزایای بسیاری است.,1.0,26.0
3263,در شرایط نوری ضعیف‌تر باز هم از شارپنس کاسته بر نویز افزوده می‌شود.,0.0,13.0
4162,سلام به همه دوستان دوستداران تکنولوژی این گوشی از نظر من بهترین محصول سامسونگ هستش,1.0,15.0
1877,نمیدونم چرا خیلی کم سایز صفحه‌اش رو زیاد میکنه,0.0,9.0
2331,برای خارج کردن مموری هم باید باطری رو ابتدا در بیارم.,0.0,12.0
803,در نهایت در قسمت پشتی گوشی نیز دوربین مگاپیکسلی به همراه فلاش led یک لوگوی اپل قرار گرفته‌اند که با توجه به آلومینیومی شدن قسمت پشتی گوشی، بر زیبایی آن به طور محسوسی افزوده است.,1.0,36.0
6418,به هر حال با اینکه صفحه‌نمایش neo شما را شگفت زده نمی‌کند، ولی در کل کاملا رضایت‌بخش به نظر می‌رسد.,1.0,22.0
5954,فیلم برداری این دوربین نیز با کیفیت hd سرعت ۳۰ فریم بر ثانیه صورت می‌پذیرد.,1.0,16.0
2868,این سرعت تقریبا برابر با دوربین ۵۵۰d است ولی بسیار کمتر از سرعت عکاسی پیاپی دوربین ۷d که با بهره گیری از دو پردازشگر تصویر digic توانایی عکاسی پیایپی فریم بر ثانیه را داشت.,0.0,36.0
3870,هم صفحه کوچکتر هم رزولوشن پایین‌تر از گلکسی اس۳ هستش به نظر من مقاومتش هم خیلی کمتر هست قیمتش هم۳ برابر,0.0,21.0
2035,با خیلی‌ها مقایسه کردم بهتر بود,1.0,6.0
1255,گوشی خیلی خوبی میتونه باشه واسه کسانی که در حد توان گوشی ازش کار میکشن طراحی این گوشی خیلی خوبه,1.0,20.0
4406,گوشی خیلی شیکو باریکه کیفیت صفحه هم خیلی خوبه.,1.0,10.0
1095,حالا میخوام چندتا از بهترین مزیتاشو واستون بگم: ۱-از سرعت بسیار عالی برخوردار (به دلیل استفاده از usb۳) ۲-موقع عدم انتقال داده هارد به صورت standbye درمیاد که میشه گفت تنها هاردیه که این مزیتو داره ۳-به دلیل نرم افزاری که روش نصبه امکان رمزگذاری فراهمه ۴-درسته که این هارد ضد‌ضربه نیست ولی من تا الان بیشتر از۷تا۸ بار روی زمین سخت افتاده وتا الان هیچ مشکلی براش پیش نیومده بطور کل باید بگم که اگه دنبال یه هارد کامل خوب میگردید بدون شک همین رو انتخاب کنید,1.0,91.0
2420,با علم به اینکه iphone ۴s در زمان ورودش به بازار با کیفیت صفحه نمایش خود شگفتی همگان را بر انگیخت، می‌توانید تصور نمایید که عملکرد صفحه نمایش iphone تا چه اندازه عالیست.,1.0,35.0
4268,دوربین فیلم‌برداری jvc مدل gz-mg۵۵۵ به قابلیت‌های جدیدی برای کاهش نویز تصویر مجهز است.,1.0,16.0
6110,مشکل اصلی این تلویزونها به نظر من فقط داغ کردنه حالا مصرف برقش انچنان هزینه‌ای که قابل به چشم امدن باشه به وجود نمیاره,0.0,24.0
6656,جمع بندی کمپانی چینی هواوی یک بار دیگر با ارائه این محصول به بازار، قدرت توانایی خود در ارائه محصولات با کیفیت را به اثبات رسانید.,1.0,28.0
1388,یکی از بهترین تغییراتی که سونی روی این تبلت انجام داده است، موزیک پلیر آن است که یکی از زیباترین موزیک پلیرهایی است که تا به امروز مشاهده کرده‌ایم.,1.0,30.0
3534,طراحی ساختدر اولین نگاه، ضخامت ابعاد بسیار باریک sleekbook، نظر شما را کاملا به خود جلب خواهد کرد.,1.0,20.0
6054,ازش پشیمون نمیشید به خصوص شارژ دهیش عالیه.,1.0,9.0
4022,ولی به نظر من آیفون با اون صفحه نمایش ۳٫۵ اینچ خیلی زیبا‌تر خوش دست‌تر بود شرکت اپل بعد از مرگ استیو جابز کم کم داره پسرفت میکنه محصولاتشو با همون طراحی قبلی فقط با تغییر اندازه صفحه نمایش تغییراتی جزئی ارائه میکنه دیگه مثل قبل از طراحی محصولاتش متحیر نمیشم.,0.0,52.0
1152,البته امکانات عجیب آیفون هم قابل تحسینه,1.0,7.0
3735,برخلاف تبلت‌های فلزی، بکار گیری پلاستیک نه تنها باعث کاهش قیمت نهایی محصول شده است، بلکه به کاهش وزن آن نیز کمک بسیاری کرده است.,1.0,26.0
1757,بدون شک در حال حاضر بهترین گوشی دو سیم کارت موجود در بازار هست.,1.0,15.0
6172,طراحی ساخت باز هم محصولات تولید اپل باز هم جنس بدنه ساخت بی نقص!,1.0,15.0
5172,این دوربین از مودهای عکاسی خوبی چون sr auto، auto program بهره می‌برد.,1.0,15.0
1109,حتی در زیر نور آفتاب هم تصویر کاملا واضح می‌باشد.,1.0,11.0
4532,نوت بوک‌ها تبلت‌های ایسوس به داشتن بلندگوهای با کیفیت قدرتمند شهرت داشته‌اند padfone نیز از این قاعده مستثنی نیست.,1.0,20.0
4730,تنها با بالا پایین کردن انگشت در طول نوار لغزنده، کاربر قادر است ویدیو کلیپ‌ها را مرور کرده، آنها را انتخاب به سلیقه خود، ویرایش نماید، یا اینکه منو را برای تنظیمات مناسب دوربین، بررسی کند.,1.0,42.0
3420,بالاخره گوشی مورد پسندم رو پیدا کردم.,1.0,8.0
2803,پس به نسبت لنز کاملا کندتری است.,1.0,8.0
1730,این لنز در حالت واید میدان دید خیلی گسترده‌ای را پوشش می‌دهد که عالیست.,1.0,15.0
5941,صفحه نمایش اما می‌رسیم به مزیت اصلی این تبلت بر دیگر تبلت‌های موجود در بازار یعنی صفحه نمایش آن,1.0,19.0
5781,اسپیکرها در قسمت پایین بدنه قرار گرفته‌اند حقیقتا صدای بلند خوبی دارند تا برای گوش دادن معمولی به موسیقی یا دیدن فیلم در یک اتاق نسبتا ساکت، مناسب باشند.,1.0,31.0
